bug id, has_smell 
1492819, true 
1550402, false 
1764042, false 
1833991, false 
1948619, false 
2153814, true 
2321154, true 
2321632, true 
2335983, true 
2984164, false 
3018772, false 
3128012, false 
3490169, true 
3692675, false 
5254577, false 
5877117, false 
5967288, false 
5991013, false 
5995644, false 
6062536, false 
6440151, false 
6441115, false 
6517618, false 
6617101, true 
7198872, true 
7215285, false 
7254002, false 
7625079, false 
8319249, true 
8770919, false 
9058261, true 
9580643, true 
9779154, false 
10491283, true 
10672559, true 
10673034, true 
10705136, true 
11187275, false 
11257511, false 
11279339, true 
12644483, true 
13663279, false 
13758960, true 
14288152, false 
14292528, true 
14650725, true 
14669153, true 
15347319, false 
15562334, false 
15696340, false 
16162336, false 
16544554, false 
16624915, false 
16808571, false 
17129447, false 
17464977, false 
17607532, false 
17641350, false 
17723234, false 
17726921, true 
17733928, true 
18009084, false 
18123642, false 
18178237, true 
18295867, true 
18333456, false 
18523857, false 
18572096, false 
18573988, false 
18668877, false 
18730109, false 
18826179, true 
18864662, false 
18909456, false 
18945666, false 
18998184, true 
19109652, true 
19160983, true 
19171297, true 
19235719, false 
19418509, false 
19432266, false 
19501778, false 
19574556, true 
19717812, false 
19756624, true 
19764807, false 
19770068, true 
19791102, false 
19797138, true 
19804653, true 
19853326, false 
19948759, true 
19962027, true 
19983867, true 
19996432, false 
20024319, false 
20257833, false 
20294239, true 
20701525, false 
20709442, true 
20721203, false 
20722275, true 
20822219, false 
20888836, true 
20902429, true 
20948199, false 
21107166, false 
21170575, false 
21302473, true 
21305922, true 
21388590, true 
21414325, true 
21455837, false 
21494380, true 
21620607, true 
21643067, true 
21661111, false 
21832431, false 
21859053, false 
21935130, false 
22008636, false 
22023363, false 
22063656, false 
22076905, true 
22084679, true 
22115530, false 
22128930, true 
22359208, false 
22362008, true 
22403888, false 
22414716, false 
22416023, false 
22448595, false 
22452379, false 
22505224, false 
22505268, true 
22517687, true 
22667753, false 
22682394, false 
22718669, false 
