bug id, has_smell 
33773401, false 
26962024, false 
34227881, true 
32642818, false 
36482356, true 
30038980, true 
37328228, true 
29917174, true 
31755893, false 
28765727, false 
36660851, false 
34250804, false 
29409746, false 
38261831, false 
27808084, false 
30150232, false 
9058261, true 
34391829, false 
25981625, false 
36068314, false 
62193112, false 
35263297, false 
29278265, false 
32609190, false 
29058491, true 
27426688, false 
36015339, false 
31181353, false 
36092576, true 
28572936, true 
26842468, true 
33011817, false 
30116535, false 
38461344, true 
37760573, false 
29842007, false 
36530618, true 
34457425, false 
38203308, false 
32700143, true 
36317236, true 
38345417, true 
27368990, false 
29377436, true 
28728894, true 
62273599, false 
31068976, true 
38235782, false 
36556777, true 
34306056, false 
19756624, true 
29501674, true 
34979910, false 
31380952, false 
35252502, true 
36696757, true 
37780857, true 
37760104, false 
36584321, true 
32764274, true 
27807793, true 
31437688, false 
27535181, false 
28909490, true 
34500641, false 
35855598, false 
25457428, false 
31830743, false 
28634998, false 
30085290, false 
30901495, true 
62194807, false 
32307028, true 
29355577, false 
35741135, true 
35956792, false 
28068298, true 
28053769, true 
26934313, false 
32299699, true 
26548845, true 
62194407, false 
25113145, false 
29547149, false 
35442315, false 
35882064, false 
30620314, false 
26729822, false 
33282732, false 
37775443, false 
36485175, false 
32524218, true 
36860122, true 
30240339, false 
30117138, true 
30785671, false 
30299751, false 
36862948, false 
28842396, false 
28795981, false 
34520588, true 
37242422, true 
28279646, false 
2335983, true 
2321154, true 
38252594, false 
32374752, true 
32117460, false 
36518752, true 
34049049, false 
28933314, true 
32609235, true 
34116228, true 
34983527, true 
34216066, true 
17641350, true 
30374782, false 
33554547, true 
30770767, false 
33815946, true 
34104268, false 
36992897, false 
28194162, false 
33000192, true 
31381899, false 
34587043, true 
29516875, false 
31078584, false 
35755149, true 
30985145, false 
34802757, true 
31617798, false 
28610549, false 
30670517, false 
35258018, false 
33126620, true 
32945599, false 
35367550, false 
37288730, true 
37793918, false 
36592877, false 
6440151, false 
26766534, false 
37322490, false 
30253333, true 
36374895, false 
38186355, false 
31559891, true 
29732198, false 
27261455, false 
38183641, false 
31986988, true 
35726766, true 
29911953, false 
34387385, true 
35406598, false 
38017227, false 
26954967, true 
38190080, false 
30183085, true 
38365430, true 
37789849, true 
37360341, false 
37545729, false 
28344950, true 
30224465, false 
34745259, true 
30679978, true 
28390732, false 
26255254, true 
33009364, true 
28593024, true 
35036259, false 
27518175, false 
28476151, true 
33753499, false 
36787841, true 
27099281, false 
30006697, false 
36223724, false 
29412034, false 
35726873, true 
30352311, true 
30125811, true 
26069217, true 
25860579, true 
35402420, true 
37323694, true 
30140107, true 
32592245, false 
31558107, false 
35681450, false 
34707183, false 
35755823, false 
37793400, false 
32277497, true 
28008032, true 
37686922, false 
34773168, false 
36655814, false 
29077949, false 
26314479, false 
37565909, true 
31043684, true 
34320095, true 
2153814, true 
37289681, true 
30491173, true 
36211361, false 
27711635, false 
35809097, false 
30298085, false 
62339982, false 
37340510, true 
30051199, false 
31647521, false 
33781319, true 
29067535, false 
31952368, true 
29449615, true 
31425628, false 
27426599, false 
36871561, false 
31312625, false 
27410215, true 
26911597, true 
37517281, false 
37207894, false 
31479480, true 
62016780, false 
37422708, false 
34518944, false 
34688653, true 
35170375, false 
30653222, true 
30475803, false 
38010151, true 
38268052, false 
30791718, true 
33457676, false 
36286803, false 
36067706, false 
31050148, true 
30772435, true 
36225602, false 
28104329, false 
33098425, true 
27248115, true 
27360321, true 
29551109, true 
37302051, false 
34127291, true 
29876991, false 
27237907, true 
34801532, false 
37158436, false 
34611670, true 
36452829, false 
27357771, false 
35948554, false 
35994670, false 
28855287, true 
27586350, false 
38021710, true 
32480078, true 
35101383, true 
36040396, true 
29189712, true 
27540465, false 
30641229, false 
30837021, true 
27804637, false 
37299899, true 
31595853, false 
36060132, true 
33965858, true 
32773368, false 
30958229, true 
26015598, false 
62652080, false 
37907515, true 
28612382, false 
29534661, false 
31514485, false 
32269900, false 
30545089, false 
30687201, true 
33106285, true 
30250003, true 
27376882, true 
34677697, true 
28326526, true 
28204408, false 
37300468, false 
34194821, true 
38425050, false 
35765211, true 
30964320, false 
35127160, false 
35056974, false 
36552063, false 
25119046, true 
30170631, true 
28527879, false 
36866328, true 
27213136, false 
